Name,placeID,address,location,rating,userRatingTotal
發Q蔥油餅,ChIJ13EmG1WVbjQRN68UuB-8UDE,600台灣嘉義市西區民生南路80號,"23.4715172,120.4470021",4.8,40
名傳牛排館,ChIJW3UJDiSUbjQRwD9XppaYGg8,600台灣嘉義市西區仁愛路324號,"23.4716977,120.442682",3.7,260
好功夫港式燒臘,ChIJ4eMpHSSUbjQRn3Sy325yDhM,600台灣嘉義市西區建成街24號號,"23.4720165,120.4416967",3.6,152
麥當勞-嘉義北港餐廳,ChIJ95CHpISWbjQRE2OOfBrRYt0,600台灣嘉義市西區北港路253號,"23.4801973,120.4295751",4.1,2596
MOU哞早午餐,ChIJN8ZtUiO_bjQRoAI94QtbigQ,621台灣嘉義縣民雄鄉神農二街13號,"23.5564602,120.470818",4.3,12
茶匠TOPTEA,ChIJ5WjmrX2WbjQR0kzo228mBOU,600台灣嘉義市西區,"23.4927385,120.4277689",4.6,14
覓坊 •義大利麵 輕食,ChIJFbCMPS6VbjQR5es0oESekls,600台灣嘉義市東區林森東路340號,"23.4892462,120.4647953",4.7,6
上味魯肉飯,ChIJM0O6IzaUbjQReN7u1E0pcPM,600台灣嘉義市東區民國路91號,"23.4777026,120.4604963",4.2,196
肯德基 嘉義中興餐廳,ChIJs_k6sISWbjQRr0OWuzKyyzg,600台灣嘉義市西區中興路396號,"23.4797219,120.4291829",4,2146
呷霸食堂,ChIJ7RH6d7aVbjQRJVyQCgWkEz4,600台灣嘉義市東區軍輝路131號,"23.4559459,120.4607389",4.2,5
鼎莊火雞肉飯,ChIJh0tDFfmVbjQRF_tcO5YoO6w,600台灣嘉義市東區林森東路338號,"23.4892717,120.4648228",3.8,18
加顆蛋早午餐 Eplus CAFE',ChIJ0x0MBPmVbjQRJFVeev9XBDQ,600台灣嘉義市東區民族路45號,"23.4768587,120.4603953",4.2,63
微笑炸雞,ChIJKyYMrX2WbjQR7ys2M_Rc9o8,600台灣嘉義市西區北社尾路76號,"23.4929396,120.4277686",4.1,23
林家麵館,ChIJG_xgCiSUbjQRMfaL4HOci04,600台灣嘉義市西區賢雅街52號,"23.4711698,120.4431812",4.2,360
小玉廚房,ChIJtQ6clEuVbjQRgyWaFfLe9Tc,600台灣嘉義市西區民生南路93號,"23.4711381,120.447233",3.8,25
雅米食堂,ChIJi-4HyFWVbjQR7Jx56JeHdao,600台灣嘉義市西區志昇街79號,"23.4690721,120.4430484",4.9,579
多多蔥肉餅,ChIJ906XGSGXbjQRxFz7_jzz_es,600台灣嘉義市西區北社尾路165-1號,"23.4937769,120.4264337",5,57
KaKaLove Cafe,ChIJwVszcJ2WbjQR72AJdyZ-dIo,600台灣嘉義市西區博愛路二段421號,"23.4741334,120.4333495",4.9,330
小胖廚,ChIJxUiYS9-aFDQRZvVZlh_pA_c,中國福建省厦门市思明区莲花南北路商圈香莲里 邮政编码: 361006,"24.488339,118.130045",0,0
八方雲集嘉義林森店,ChIJt3ZoH7GVbjQRIe6Tt9FPR_4,600台灣嘉義市東區林森東路267號,"23.4899733,120.4660412",3.1,71
胖胖臭豆腐,ChIJF01uUCiUbjQRnhSoqSa8Jcw,600台灣嘉義市西區民生南路159號,"23.4697568,120.4472867",4.2,10
Hi Sunny 陽光你好☀中正大學店☀,ChIJUVWFEyGUbjQRvMIXG_6EvsA,600台灣嘉義市西區新民路755號,"23.4699416,120.4396622",4.3,2176
高鐵大腸麵線,ChIJ9aePH6OXbjQROLdOL53cPvg,600台灣嘉義市西區高鐵大道128號-1號,"23.4780819,120.4290139",5,4
魔王狂爆雞排 民生南店,ChIJZ5TPiKCVbjQROZOVF5R65lg,600022台灣嘉義市西區民生南路177號,"23.4694052,120.447124",4.8,16
嚐芋手工甜品-嘉義仁愛店,ChIJfS1DUNGVbjQRGUT8FxNvmAs,600台灣嘉義市西區仁愛路183號,"23.4702544,120.4426229",4.6,249
張家正元祖胡椒餅,ChIJlQfXOS6UbjQRnfRTHpC2HD0,600台灣嘉義市西區民生南路136號,"23.4694757,120.4468709",4.4,129
星巴克 嘉邑門市,ChIJKwNjq0mUbjQREMYVJ59cffY,600台灣嘉義市東區垂楊路2號,"23.4751118,120.4613273",4.3,1095
胖胖臭豆腐,ChIJF01uUCiUbjQRnhSoqSa8Jcw,600台灣嘉義市西區民生南路159號,"23.4697568,120.4472867",4.2,10
元氣精力湯,ChIJDS7W2qaVbjQR3J-TNBCyO2U,600台灣嘉義市西區仁愛路,"23.4720571,120.4424908",5,3
梁社漢排骨-嘉義仁愛店,ChIJ5fuqD4GVbjQRyyGkohv_UMo,600台灣嘉義市西區仁愛路238號,"23.4705552,120.4427394",3.7,390
二良脆皮烤饅頭-嘉義店-嘉義銅板美食|活動餐盒|銅板點心|外帶美食|特色美食|銅板小吃,ChIJCWvvRLGVbjQRKu7A60GxVM0,600台灣嘉義市西區仁愛路199號,"23.4705533,120.4425942",4.7,31
香姐滷肉飯嘉義民生店,ChIJXTi7htyVbjQR5gSBBWfEdUc,600台灣嘉義市西區民生南路142號,"23.469391,120.4468336",4.9,35
耐斯王子大飯店 萬國百匯餐廳,ChIJoTPFCMaVbjQRvi7dVbAaTkc,600台灣嘉義市東區忠孝路600號,"23.4965197,120.4525821",3.6,827
柴哥冰廊 x Miss Toast 熱壓吐司,ChIJf_7qlUmUbjQRZSdglxtukew,600台灣嘉義市東區民國路61號,"23.4764591,120.4606476",4.8,54
吃貨小屋-炸饅頭,ChIJTxxpd76VbjQRDQlQK2nhK00,600台灣嘉義市東區保康路121號,"23.5073423,120.4531442",4.7,22
薯職人食品商店-勇伯地瓜酥旗艦門市,ChIJJ-W3OumVbjQR-PfJTOw5IWo,600台灣嘉義市西區青年街15號,"23.4690639,120.4376461",4.5,58
佐私茶 -嘉義體育店,ChIJjzkgPC2VbjQRm8uR3sXt5Z0,600台灣嘉義市東區體育路85號,"23.4745144,120.4614411",4.8,26
鼎神鴛鴦麻辣鍋,ChIJD6ARCiGUbjQRH48ew3E2Hgc,600台灣嘉義市西區新民路715號,"23.4691865,120.4397155",4.5,1332
巫迦泰式風味,ChIJicEo1uKVbjQR9-gHaz8KW4g,600台灣嘉義市西區興業西路28號,"23.468705,120.4455322",4.8,151
大苑子-嘉義仁愛店,ChIJeSoCyCOUbjQR_s1PRNRFOEA,600台灣嘉義市西區仁愛路210號,"23.4689459,120.4429753",4.2,159
一手私藏 世界紅茶 (嘉義仁愛店),ChIJYzY7CiSUbjQRLWXq85gK0ps,600台灣嘉義市西區仁愛路206號,"23.468892,120.4429603",4.5,195
1113全台自創24H手搖飲料專賣店/嘉義東區飲料/嘉義東區手搖飲/嘉義東區茶飲/附近飲料/嘉義東區必喝/嘉義東區水果茶,ChIJqYpXPDmUbjQRFBkcVFvBng0,600台灣嘉義市東區興業東路249號,"23.4695588,120.45502",3.4,99
85度C咖啡蛋糕飲料麵包-嘉義興業店,ChIJ86HevSGUbjQR7u6eV6lV42o,600台灣嘉義市西區興業西路268號,"23.4681517,120.4398741",3.7,214
集品臭豆腐,ChIJhyvgyYiVbjQRvvzvN4ogSLs,600台灣嘉義市東區南田路10-13號,"23.4712067,120.4576899",4.8,56
麻古茶坊MACU-嘉義仁愛店,ChIJBzF6RN2VbjQRTL1QUPBY-xY,600台灣嘉義市西區仁愛路202號,"23.4688412,120.4430139",3.1,189
強記燒臘,ChIJTyk62yk0BhQReWf4nvbS8bc,600台灣嘉義市西區上海路250-1號,"23.4697966,120.4357708",3.8,370
陶樂樂東義店,ChIJs52onuaVbjQR5tYCic2-RFQ,600台灣嘉義市東區東義路2號,"23.4911161,120.4679431",4.7,61
一葉豆花,ChIJaUK0iBqWbjQRPG5VYB6TnOU,621台灣嘉義縣民雄鄉166縣道54-5號,"23.5245156,120.4216638",3.7,7
莫忘鯛魚燒(嘉義台林店),ChIJK92Y9VOVbjQRnBxDhtW8rN8,600台灣嘉義市東區台林街108號,"23.495158,120.4547168",4.5,31
92度半咖啡（橘子號）🍊,ChIJ5bq_TpyVbjQRnExrC5qStb0,600台灣嘉義市西區新建街46號,"23.469723,120.4383128",5,20
19.5tea嘉義興業店,ChIJvVX8m_GVbjQRLMyP2hi1fzk,600台灣嘉義市東區興業東路129號,"23.4692244,120.4515884",4.7,280
小龍湯包店,ChIJxfs1vMOVbjQRue0QaQ9KW0w,"嘉義市西區, No. 137號興業西路東區嘉義市台灣 600","23.4681911,120.4432125",3.8,161
桃城豆花（興業店）,ChIJAYTv5jiUbjQRDJYceYLXEjw,600台灣嘉義市東區興業東路313號,"23.4697188,120.4564299",4.4,341
合品炒飯,ChIJczZjbRmUbjQR1eyJiQqaO8o,600台灣嘉義市西區民生南路563號,"23.4562023,120.443763",4.3,220
山日初 Back to The Origin信手工坊全新品牌形象,ChIJK0DcuyGUbjQR8tpAHPpnUjc,600台灣嘉義市西區興業西路512號,"23.4688638,120.4339035",4,109
三寶涼麵,ChIJMZxlKQeXbjQRgM1QTa_zwtU,600台灣嘉義市西區北社尾路282-1號,"23.4934952,120.4228382",3,2
好口味陽春麵,ChIJxSbkXiJHaTQREHBdAArdw4Q,508台灣彰化縣和美鎮,"24.0997873,120.4902734",4.6,10
玉祥水菓坊,ChIJDdAe_FaVbjQRqPbESVycdRg,600台灣嘉義市東區大雅路二段648號,"23.4773581,120.4669638",4.8,10
小南老蘇排骨便當 嘉義彌陀店,ChIJI3EelEiUbjQRsXXwLiFUNvc,600台灣嘉義市東區彌陀路375號,"23.4731652,120.4628087",3.2,323
定食8-嘉義家樂福店,ChIJu35k3p6WbjQRTycJHlLV5NE,"B1, No. 461號博愛路二段西區嘉義市台灣 600","23.4713112,120.4311895",4.1,907
網路客棧,ChIJASVSp3qVbjQR45AWrNhV52A,600台灣嘉義市西區南京路552號,"23.468376,120.4360556",3.8,104
高關紅豆餅,ChIJ10D3Lx-XbjQRIqUj5fhnQHc,600台灣嘉義市西區西平里,"23.4712334,120.4314496",3.6,44
三商巧福 嘉義二門市,ChIJNdkgTC-UbjQRGnLs9SdDx9g,600台灣嘉義市西區仁愛路552之1號,"23.4778857,120.4420054",3.5,346
魚池新語 嘉義興業店,ChIJAxBx7D2VbjQRjsRiszWt9QQ,600台灣嘉義市西區興業西路314號,"23.4680621,120.4386666",4.4,50
現打果汁（彩券行旁）,ChIJV8xUi8I9aTQRVinR6u2mSt8,404台灣台中市北區永興街81-61號,"24.160427,120.6822755",4.9,186
大碗公冰,ChIJcTFq8Z-WbjQRBwTntNYioxk,600台灣嘉義市西區興業西路461號,"23.4680745,120.4344711",3.9,328
NU PASTA 嘉義新民店,ChIJ6-f6XR-UbjQR-Qbjo-mqb5U,600台灣嘉義市西區新民路611號,"23.4659058,120.4400623",4,421
呆灣郎 粉圓專賣店,ChIJAYJxWUuVbjQRTp4f3s2mXy8,600台灣嘉義市東區大雅路二段624號,"23.4774384,120.4674908",4.8,146
61手做茶 宣信形象店,ChIJA6QdbkeUbjQR7fyTwtu9AQo,600台灣嘉義市東區宣信街262號,"23.4695061,120.4596618",4.3,26
店小二,ChIJS-mw4B-UbjQRFtYelDbnUTA,600台灣嘉義市西區南京路476號,"23.4659051,120.4361693",4.4,12
鮮茶道 嘉義玉山店,ChIJbXkk082XbjQRjBu7aMpjD6s,600台灣嘉義市西區玉山路153號,"23.4721723,120.427158",4.2,45
脆皮雞蛋糕,ChIJ73JFIECVbjQR_1Yzc5IrvZg,600台灣嘉義市東區宣信街262號1樓,"23.4693823,120.4598431",5,1
鯛著走鯛魚燒,ChIJcXXIjgmVbjQRt4k3XVrIcdE,600台灣嘉義市東區彌陀路281號,"23.4713207,120.4639378",4.2,45
元生補湯,ChIJgUA7zE2UbjQRTZj-7l9y6aI,60069台灣嘉義市東區大雅路二段579號,"23.4771291,120.4676201",4.4,465
阿德現炒,ChIJBRegGcGVbjQR87IeP4yuVQ4,600台灣嘉義市西區民生南路249號,"23.4645226,120.4452266",3,24
橘町搖搖,ChIJLx3QCJmWbjQRpD4dwHk8qGg,600台灣嘉義市西區玉山路156號,"23.4724997,120.4274328",4,22
皇家烤鴨 大雅店,ChIJN2WE1VeVbjQRlvPNKfN04_Q,600台灣嘉義市東區大雅路二段606號,"23.4775354,120.4678627",3.6,165
義大手工窯烤披薩,ChIJTUgYd2tTXTQRn3xrpfbYc9I,221台灣新北市汐止區大同路二段312巷2號,"25.0664361,121.6556668",4.3,167
三味果汁X蚵仔煎 - 南京店,ChIJleem9SKXbjQR1jwif0Bxvro,600台灣嘉義市西區南京路493號,"23.4671945,120.4357146",4.6,27
豪哥豆花,ChIJIwu-pSw0BhQR-BQiTtR9JDo,600台灣嘉義市東區興業東路312號號,"23.4698537,120.4611098",3.7,540
厚一點雞排專賣店•嘉義店,ChIJy7baVn6VbjQRzXI8gUT_b98,600台灣嘉義市東區吳鳳南路301號,"23.4658623,120.4547967",4,94
白巷子WHITE ALLEY 嘉義上海店,ChIJUwxeq6qXbjQRo28CuV7oLNU,600台灣嘉義市西區興業西路469號,"23.4682773,120.4341306",4.6,106
當歸鴨麵線,ChIJaxJ3NZiWbjQRuLMTCZ_C0rA,600台灣嘉義市西區玉山路233號,"23.4717707,120.4254302",4,38
車店手工水餃,ChIJAfsphC2VbjQRtkIh1DyELiM,600台灣嘉義市西區文海街22號,"23.4659704,120.4336415",4.3,35
士林真味廣東粥嘉義店,ChIJJ4dDzqCVbjQRKUT4wmYVXRs,600台灣嘉義市西區民生南路420號,"23.4613899,120.4436939",4.2,14
嘉義噴水雞肉飯-小雅旗艦店 | 嘉義必吃美食 | 五星級平價火雞肉飯 | 團體便當外送 | VIP包廂聚餐 | 免費停車場,ChIJO7XH57WVbjQR1QiFvata3DQ,600台灣嘉義市東區小雅路382號,"23.4765742,120.4702728",4,2100
方程式早午餐,ChIJaX0yOi2VbjQR4W91fjTM69I,600台灣嘉義市東區吳鳳南路174號,"23.4643257,120.4550423",4.6,130
綠茶道 果汁 茶飲,ChIJryJcsKGWbjQRDnREtBi8C6g,600台灣嘉義市西區上海路149號,"23.4661169,120.4322434",4.4,25
六扇門時尚湯鍋-嘉義大雅店,ChIJ69MZ9FSVbjQRCkrbSKityn4,600台灣嘉義市東區大雅路二段429號,"23.4773188,120.4731365",4.2,1149
貓皇后,ChIJQ92Og0aUbjQRtaXeUxB5sv4,600台灣嘉義市東區芳安路55號,"23.4686408,120.4642413",4.8,28
鼎香火雞肉飯,ChIJs-LudaCWbjQRsx4hJ9uCLIM,600台灣嘉義市西區重慶路174號,"23.4656539,120.4358099",3.8,59
二姐紅茶冰（熟食周末公休）,ChIJR3-wezE-aTQRPFo75xBO20E,432台灣台中市大肚區遊園路二段134號,"24.1716687,120.5802533",4.6,17
集簡x52食堂,ChIJe5FO7O2XbjQRfNS4SEhKQYU,600台灣嘉義市東區興業東路175巷36號,"23.4697424,120.4527786",4.7,47
鼎香火雞肉飯,ChIJs-LudaCWbjQRsx4hJ9uCLIM,600台灣嘉義市西區重慶路174號,"23.4656539,120.4358099",3.8,59
清霖茶莊 民生店,ChIJWwlhuBuUbjQRvrKUkC-NcuE,600台灣嘉義市西區民生南路542-1號,"23.4589138,120.4433358",4.3,45
小食光_紅豆餅,ChIJLyIyGHOXbjQR5CL5rJKMuZo,600台灣嘉義市西區上海路27號,"23.4638482,120.4302289",4.5,28
慕飲客M.N.C. 嘉義店(營業時間詳見粉專公告) -嘉義 飲料推薦|葡萄柚綠|泰式奶茶|嘉義飲料|嘉義必喝|飲料外送,ChIJje-ooxeVbjQR9324WRMvVoE,600台灣嘉義市東區吳鳳南路246號,"23.4625645,120.4560422",4.7,46
雞霸豪豆乳雞,ChIJLRINSa2XbjQRPZYvf7uAU5k,600台灣嘉義市西區北興街432之1號,"23.4873478,120.4351767",0,0
盛食咖哩店-嘉義店,ChIJf_lCrX-VbjQRhr_ce-xU1as,600台灣嘉義市西區延平街443號,"23.4759293,120.4413704",4.5,1132
築間幸福鍋物 嘉義忠孝店,ChIJWcgEzrmVbjQRziklM8xAu2g,600台灣嘉義市東區忠孝北街189號,"23.5161308,120.4437212",4.7,1157
阿琴健康素食館,ChIJ_Y4_2xuUbjQRmhaPq3wX1Tk,600台灣嘉義市西區民生南路518號,"23.4596219,120.4433256",4.1,14
阿福牛排,ChIJX_RphSOVbjQR1oDiHXlLR5o,600台灣嘉義市東區忠孝北街199號,"23.5162169,120.4434273",4.7,83
嘉仁鮮物-日式定食專門店,ChIJJRHQGGCVbjQR4lTpregjbKI,600台灣嘉義市東區興美六路286號,"23.4586975,120.4497273",4.8,282
林家火雞肉飯（懷舊古早味麻油雞飯）,ChIJz8O_uhuUbjQRwo5WGJLlQ9o,600台灣嘉義市西區民生南路469號,"23.4583557,120.4435976",4.4,563
台灣魯肉飯世賢店,ChIJiXvCNaGWbjQR015UwSE-mPg,600台灣嘉義市西區世賢路三段169號,"23.462982,120.4312194",3.9,419
映月橋老師傅手搗彩虹粉粿冷燒冰,ChIJJ8J90OSVbjQRpZTKFp7hv3w,600台灣嘉義市東區里親水路123號繼續往前直行800公尺,"23.4603673,120.4672373",4.5,695
明石章魚燒南京店,ChIJQVW-4RyUbjQRMoFsKfT-PhU,600台灣嘉義市西區南京路220號,"23.4574647,120.4387899",4.5,30
大貴黑糖剉冰,ChIJxbXygMaXbjQRYBbR6RvyLZo,600台灣嘉義市西區大同路1106附一,"23.4696317,120.4123397",4.4,16
呷霸食堂,ChIJySBoK8sPbjQR0H7WpvQvHjM,811台灣高雄市楠梓區創新路25號,"22.7400404,120.3236541",4.3,115
幸福山丘,ChIJB0vrv6GVbjQRulyBpDOTQQg,600台灣嘉義市東區東義路566巷52-1號,"23.4994534,120.478",4.3,4401
馬家莊眷村私廚料理,ChIJx-a7rxeVbjQRZPFpkeuhTgE,600台灣嘉義市西區南京路188號,"23.457104,120.4392402",4.3,91
新台越美食,ChIJk51VnrCVbjQRm4zGbWYR9M4,600台灣嘉義市東區軍輝路66號,"23.4559076,120.4633676",4.5,50
旅人現烤甜甜圈 嘉義店,ChIJ-Tgyj6WVbjQRH9-msr5vkD0,600台灣嘉義市東區吳鳳南路689巷16號,"23.4552731,120.4597546",4.5,15
用然名店,ChIJJzQGyb6WbjQRQIObZKbnaDU,600台灣嘉義市西區大利街123號,"23.4663955,120.41674",4.9,81
Q董凍圓（嘉義後庄店）,ChIJsYF_PrWVbjQRZRjnNB1qfxY,600台灣嘉義市東區軍輝路66號之2,"23.4559037,120.4636052",4.6,76
荳荳龍義大利麵（彌陀店）,ChIJl3pW0FiVbjQRgFKpr949N_g,600台灣嘉義市東區彌陀路315號1樓,"23.4720678,120.4635355",4.2,50
巧之脆中美式炸雞-中埔後庄店,ChIJLXG-TWmVbjQRlfyNYjBb9j0,60065台灣嘉義市東區吳鳳南路320號,"23.4559434,120.4588506",4.9,174
北方水餃,ChIJV21UobyWbjQReVpzKtQMNag,600台灣嘉義市西區自強街75-1號,"23.4648258,120.422444",3.3,50
秉峯鍋燒店（虎尾分店）,ChIJ4YCqtquwbjQRDNkvsZfWLCc,632台灣雲林縣虎尾鎮中正路220號,"23.7069371,120.4317417",3.6,124
品譽牛肉湯涮涮鍋,ChIJeSQzfDGXbjQR5bRZNAHhBYc,600台灣嘉義市西區北港路1335號,"23.4917668,120.3976324",4.8,328
有間冰店-學府店,ChIJOe2USVmUbjQRfCqXnNNRFBk,600台灣嘉義市東區學府路319號,"23.4640202,120.4773424",4.6,16
食中如一 精緻麵食,ChIJf3awuB6VbjQRbwptiSsmT4I,600台灣嘉義市西區湖子內路332號,"23.4487235,120.4406199",4.9,52
木昂手作-嘉義北港店-嘉義必喝飲料|特色茶飲|人氣飲料|夏季飲品|推薦手搖|打卡飲料,ChIJbzy4qOSXbjQRLdT_GSCOfWI,600台灣嘉義市西區北港路1342號,"23.4915186,120.3997935",5,101
豬小妹,ChIJob7yitKVbjQRM8JNVCp0ShI,600台灣嘉義市西區向榮街32號,"23.4888487,120.4461952",4.5,52
席波早午餐,ChIJ-8lbX--VbjQRxqU4Nujf7h8,600台灣嘉義市東區林森西路63號,"23.4848746,120.4507709",4.6,85
雲饕廚房 嘉義東區店,ChIJleBY_keVbjQR3klcksVawBc,600台灣嘉義市東區興中街209號,"23.4844168,120.4496298",4.6,82
洪記牛肉麵,ChIJGYj1cdOVbjQRQ7nt29ueqgU,600台灣嘉義市西區興達路108號,"23.4891242,120.4426422",4.2,100
晨間廚房早午餐嘉義向榮店/蛋餅/早餐/麵/,ChIJ4558jtKVbjQRXwgL6MZkTkk,600台灣嘉義市西區向榮街197號,"23.488606,120.4462735",4.8,112
家傳牛肉麵,ChIJE6kE4C2UbjQR-jrBqIUelak,600台灣嘉義市西區民生北路249號,"23.4810094,120.4459502",4.2,98
不要對我尖叫，嘉義文化店｜外送加LINE－@899yarjh,ChIJxR62xOmVbjQRJets5wOEcew,600台灣嘉義市東區文化路294號,"23.4837613,120.4488225",4,76
火雞肉飯,ChIJLRPQfiyUbjQRPk-KWRBCx5E,600台灣嘉義市西區博愛路一段508號,"23.4843707,120.4416673",3.5,101
滷憶食堂－嘉義西區｜推薦平價特色小吃 必吃在地傳統銅板價美食 熱門滷肉飯 外送美食 公司團購宅配美食 高CP值滷味 人氣好吃水餃 網友首選Q彈豬腳 乾麵評價 網紅好評午餐晚餐,ChIJMcA5WzKXbjQR7mHEqvFHHt8,600台灣嘉義市西區文化路451號北香湖公園對面,"23.4900996,120.4458107",4.3,67
劉妹鍋燒意麵-嘉義民雄店,ChIJU-1PU--9bjQRaHwOsDPgtio,621台灣嘉義縣民雄鄉西安路31號,"23.5567369,120.4265455",4.5,60
雲饕廚房 嘉義東區店,ChIJleBY_keVbjQR3klcksVawBc,600台灣嘉義市東區興中街209號,"23.4844168,120.4496298",4.6,82
薯玉本舖,ChIJaZ_w98qVbjQRTRRJk8NaBBY,600台灣嘉義市東區林森東路64號號,"23.4867613,120.4567427",4.8,39
Five Woods 五木咖啡,ChIJpw9jmy2UbjQRVT9C7GxHXbI,600台灣嘉義市西區林森西路193號,"23.4831551,120.4464573",4.7,178
雲饕廚房 嘉義東區店,ChIJleBY_keVbjQR3klcksVawBc,600台灣嘉義市東區興中街209號,"23.4844168,120.4496298",4.6,82
雲饕廚房 嘉義東區店,ChIJleBY_keVbjQR3klcksVawBc,600台灣嘉義市東區興中街209號,"23.4844168,120.4496298",4.6,82
桃城幸福紅豆餅,ChIJBUQo9TKUbjQRnn8BcTGoM0U,600台灣嘉義市西區長榮街252號,"23.483193,120.4484319",4.4,148
月半小豬,ChIJoYE5AcGVbjQRHL3RL11maSQ,600台灣嘉義市西區重興街87號,"23.4874583,120.4403094",4.4,11
嘉義皇家烤鴨,ChIJS4YJhCyUbjQREsf_9pvd1oo,600台灣嘉義市西區自由路2號,"23.4850435,120.441926",3.8,236
金馬肉粥-興業西店,ChIJwz2I0iOUbjQRYS8gwhrxmoM,600台灣嘉義市西區興業西路165號,"23.4680589,120.4424457",4.2,756
鮮鼎食鍋,ChIJOx7-dpKVbjQRD0cpOjAmxJM,600台灣嘉義市西區博愛路一段347號,"23.4857863,120.4432503",3.8,22
鳳壽司,ChIJt4lUjTKUbjQRzoZlP4sqBPU,"號 No, No. 294文化路東區嘉義市台灣 600","23.4838772,120.4487954",4,135
阿燕豬腳,ChIJaTlJbFS9bjQRaRJem5-KO6Q,616台灣嘉義縣新港鄉中山路59號,"23.554969,120.3475896",4.2,93
北興榕樹下冰攤,ChIJ9bAu6tKVbjQRvqpKC-BWoSg,600台灣嘉義市西區向榮街235號,"23.4879717,120.4455751",4.6,5
CityBurger城市漢堡 嘉義香湖文化店,ChIJ0_TWMwaVbjQRhNji6czYqF4,600台灣嘉義市西區文化路559號,"23.4925045,120.4447108",4.9,35
粉寶中西式早午餐,ChIJb_keCdGVbjQRnC0gUV-YSnU,600台灣嘉義市西區文化路617號,"23.4940065,120.444031",3.1,22
瓠仔貴 嘉義店,ChIJLaN7ctSVbjQRXWAAjJT8s40,600台灣嘉義市西區龍江街93號友愛路與龍江街路口,"23.4913607,120.4407618",4.1,206
芭那那早餐自由店,ChIJMTrueyuUbjQRO7Swlzd9LXw,600台灣嘉義市西區自由路31號,"23.4852035,120.4411151",4.3,16
福井日本料理,ChIJPzNONDOUbjQRlrGS2vD4T7c,600台灣嘉義市東區林森西路33號,"23.4851015,120.4513842",4,313
大老闆手作披薩,ChIJP7d0oNKVbjQRLNfRkRB1pd0,600台灣嘉義市西區文化路389號,"23.4873251,120.4473184",4.6,135
Jimmy滿漢堡,ChIJLScl1bmVbjQRPsW8zQs5lVo,600台灣嘉義市西區民生北路338號,"23.4827743,120.4459831",4.7,190
阿爸ㄟ店(台灣阿美分店),ChIJXQL6ECmVbjQRKTkiTpJ2eCU,600台灣嘉義市西區國華街497號,"23.488174,120.4464874",4.5,53
釜山崔炸雞요요치킨 -嘉義忠孝店,ChIJTzWJeReVbjQRpmxiHAMaR28,600台灣嘉義市東區忠孝路460號,"23.4926527,120.4529907",4.3,162
鋒味鹽酥雞（博愛）,ChIJR-ebNWSVbjQRqvDT5VNyXLE,600台灣嘉義市西區博愛路二段24號,"23.4836167,120.4412136",4.8,58
參拌 健康餐盒,ChIJa8wwd-aVbjQRukAOhHMMI2A,600台灣嘉義市西區民生北路266號,"23.4809708,120.4461877",4.5,113
玲姐滷味,ChIJeYpIGuSVbjQR0JGeMiUwLTY,600台灣嘉義市西區文化路197號,"23.4816278,120.4491",4.7,75
良心食堂（無味素麵食）,ChIJiwQX5CqUbjQRD-ts0j-AMHc,600台灣嘉義市西區遠東街26-3號,"23.48621,120.4377776",4.7,131
庭圓瓜仔肉飯,ChIJodh0QU6VbjQRMpTgmYh_Oac,600台灣嘉義市東區忠孝路458號,"23.4926103,120.4530014",4.7,11
嘉義吳記排骨酥林森店,ChIJiWanp8yVbjQR1ex0AOOQ5bY,600台灣嘉義市東區林森西路3-1號,"23.4857118,120.4528929",3.8,49
阿威炒飯.日式烏龍麵,ChIJvxqratOVbjQREuFUvh3mNg8,"227之15號, 北興街西區嘉義市台灣 600","23.4851671,120.439104",4.1,40
花旦麻麻,ChIJEZ0u6zCVbjQRtBIUIpHZGFw,600台灣嘉義市西區世賢路一段171號,"23.4945762,120.4419532",4.5,157
早漢堡,ChIJGyap77WVbjQR-NxGmVZShQo,600台灣嘉義市西區民生北路283-1號,"23.4817306,120.4458171",4.1,13
瀧厚炙燒熟成牛排 嘉義.國華店,ChIJfybo9SaVbjQR6Mt8Vp_k1A0,600台灣嘉義市西區國華街238號,"23.4816264,120.4483102",4.3,1200
嘉讚早餐,ChIJY54hTE2VbjQRFcYAtgW_0mU,600台灣嘉義市西區民權路417號,"23.4818188,120.4470362",4.1,8
麒麟鹿（嘉義店）,ChIJz_DVn8uVbjQRU79vOvtLXBI,600台灣嘉義市東區共和路243巷1-2號,"23.4873009,120.4543483",4.7,19
金喜屋 嘉義文化店,ChIJfSf2hkmVbjQRjEQ-HwXXr30,600台灣嘉義市西區文化路213號,"23.4817963,120.4490644",4.3,277
慢慢蛋雞蛋糕_嘉義店（限定口味看IG動態）,ChIJIYKory2VbjQRLEEWw8P548s,600台灣嘉義市東區民權路352號,"23.4823438,120.4494344",4.9,23
壹零貳弎【嘉義|健康餐盒|義大利麵|便當|餐盒|飲料|低卡餐|健身餐|外帶】,ChIJN6_S8wuVbjQReFRReb0kYF8,600台灣嘉義市西區北榮街117號,"23.480721,120.4480776",4.7,78
晨間廚房 嘉義友愛店,ChIJ_7_Vi_CVbjQRRNwPkvat5tg,600台灣嘉義市西區保安二路105號,"23.4921433,120.4383872",4.4,59
鋒味鹽酥雞（博愛）,ChIJR-ebNWSVbjQRqvDT5VNyXLE,600台灣嘉義市西區博愛路二段24號,"23.4836167,120.4412136",4.8,58
